ID,Programme,Annee,ID_Site,Protocole,AB_tot,BM_tot,Richesse_tot,CaCO3,gps_x,N,bio3,gps_y,clay,silt,clcm_lvl3,P,bio12
TRAMBIOSOIL_62_2022_NA_NA,TRAMBIOSOIL,2022,"62",HS,204.166666666667,"97,745",8,"70,4800643920898",2.234167,"1,58284604549408",0.342000007629395,48.767185,"15,8","51,8",gua,"26,3150463104248",743.9
TRAMBIOSOIL_64_2022_NA_NA,TRAMBIOSOIL,2022,"64",HS,108.333333333333,"44,7708333333333",6,"77,9900207519531",2.220581,"1,6301611661911",0.342000007629395,48.76358,"16","52,9",gua,"25,7815647125244",732.2
TRAMBIOSOIL_65_2022_NA_NA,TRAMBIOSOIL,2022,"65",HS,108.333333333333,"62,3083333333333",5,"63,8458061218262",2.22459,"1,71910774707794",0.342000007629395,48.72557,"16,8","47,7",gua,"41,5390853881836",708.8
TRAMBIOSOIL_67_2022_NA_NA,TRAMBIOSOIL,2022,"67",HS,391.666666666667,"81,0958333333333",8,"68,5342178344727",2.23668,"1,59147799015045",0.341000008583069,48.72099,"17,9","44,4",gua,"37,9055786132812",698.6
TRAMBIOSOIL_68_2022_NA_NA,TRAMBIOSOIL,2022,"68",HS,354.166666666667,"108,854166666667",8,"68,5342178344727",2.241195,"1,59147799015045",0.341000008583069,48.719073,"17,9","44,4",gua,"37,9055786132812",698.6
TRAMBIOSOIL_69_2022_NA_NA,TRAMBIOSOIL,2022,"69",HS,216.666666666667,"48,2791666666667",5,"51,0834770202637",2.248887,"1,60931193828583",0.341000008583069,48.725012,"16,7","43,2",gua,"36,805347442627",695.7
TRAMBIOSOIL_7_2022_NA_NA,TRAMBIOSOIL,2022,"7",HS,241.666666666667,"62,1208333333333",7,"68,5342178344727",2.23659,"1,59147799015045",0.341000008583069,48.715873,"17,9","44,4",gua,"37,9055786132812",699.7
TRAMBIOSOIL_70_2022_NA_NA,TRAMBIOSOIL,2022,"70",HS,141.666666666667,"53,6416666666667",6,"73,9800720214844",2.23078,"1,68824601173401",0.342000007629395,48.71168,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_72_2022_NA_NA,TRAMBIOSOIL,2022,"72",HS,716.666666666667,"193,2375",9,"65,4695358276367",2.23085,"1,67365527153015",0.341000008583069,48.72225,"16","50,2",gua,"39,3080749511719",703.2
TRAMBIOSOIL_75_2022_NA_NA,TRAMBIOSOIL,2022,"75",HS,654.166666666667,"99,2383333333333",8,"67,4178695678711",2.225487,"1,80795848369598",0.342000007629395,48.709511,"15,3","45,6",gua,"37,89599609375",703.5
TRAMBIOSOIL_8_2022_NA_NA,TRAMBIOSOIL,2022,"8",HS,362.5,"134,866666666667",10,"68,5342178344727",2.23719,"1,59147799015045",0.341000008583069,48.71698,"17,9","44,4",gua,"37,9055786132812",698.6
